hour,kWh per capita,demand
1795,0.671633333,1973393.059
1796,0.7250625,2130378.638
1797,0.730766667,2147138.621
1798,0.697641667,2049810.746
1799,0.647341667,1902019.286
1800,0.602158333,1769261.614
1801,0.5630875,1654463.693
1802,0.535566667,1573601.981
1803,0.520025,1527937.455
1804,0.514516667,1511752.871
1805,0.515633333,1515033.859
1806,0.523566667,1538343.581
1807,0.525554167,1544183.253
1808,0.549366667,1614149.141
1809,0.599783333,1762283.389
1810,0.633795833,1862218.917
1811,0.651954167,1915571.733
1812,0.649504167,1908373.143
1813,0.656516667,1928977.271
1814,0.653704167,1920713.583
1815,0.6198625,1821279.998
1816,0.5978875,1756713.053
1817,0.588054167,1727820.753
1818,0.596795833,1753505.517
1819,0.648404167,1905141.123
1820,0.71385,2097434.07
1821,0.719204167,2113165.683
1822,0.688233333,2022167.179
1823,0.638841667,1877044.586
1824,0.5915125,1737982.028
1825,0.561195833,1648905.597
1826,0.537479167,1579221.288
1827,0.52715,1548872.13
1828,0.532479167,1564530.288
1829,0.549375,1614173.625
1830,0.61145,1796562.39
1831,0.6863375,2016596.843
1832,0.745679167,2190954.528
1833,0.782370833,2298761.982
1834,0.790395833,2322341.037
1835,0.795075,2336089.365
1836,0.79345,2331314.79
1837,0.794745833,2335122.207
1838,0.769091667,2259745.136
1839,0.7495375,2202291.083
1840,0.733525,2155243.155
1841,0.724329167,2128223.958
1842,0.718804167,2111990.403
1843,0.761104167,2236276.263
1844,0.812954167,2388621.933
1845,0.8012125,2354122.568
1846,0.7453625,2190024.098
1847,0.678020833,1992160.812
1848,0.636579167,1870396.908
1849,0.600504167,1764401.343
1850,0.575141667,1689881.246
1851,0.56575,1662286.65
1852,0.562925,1653986.235
1853,0.5720875,1680907.493
1854,0.619075,1818966.165
1855,0.6735875,1979134.793
1856,0.716495833,2105208.057
1857,0.751245833,2207310.507
1858,0.7658125,2250110.288
1859,0.772179167,2268816.828
1860,0.77175,2267555.85
1861,0.77105,2265499.11
1862,0.745833333,2191407.499
1863,0.717804167,2109052.203
1864,0.700529167,2058294.798
1865,0.6982,2051451.24
1866,0.697791667,2050251.476
1867,0.740970833,2177120.502
1868,0.801675,2355481.485
1869,0.7939625,2332820.618
1870,0.745179167,2189485.428
1871,0.680658333,1999910.314
1872,0.642095833,1886605.977
1873,0.606783333,1782850.789
1874,0.587633333,1726584.259
1875,0.57815,1698720.33
1876,0.575308333,1690370.944
1877,0.591808333,1738851.244
1878,0.659995833,1939199.757
1879,0.744708333,2188102.024
1880,0.803533333,2360941.639
1881,0.828841667,2435302.586
1882,0.832716667,2446688.111
1883,0.832204167,2445182.283
1884,0.831670833,2443615.242
1885,0.831391667,2442794.996
1886,0.802191667,2356999.556
1887,0.784629167,2305397.418
1888,0.7714375,2266637.663
1889,0.760533333,2234599.039
1890,0.756125,2221646.475
1891,0.798441667,2345981.306
1892,0.863629167,2537515.218
1893,0.851525,2501950.755
1894,0.781816667,2297133.731
1895,0.708704167,2082314.583
1896,0.661158333,1942615.414
1897,0.627883333,1844846.809
1898,0.600870833,1765478.682
1899,0.5887375,1729828.523
1900,0.589245833,1731322.107
1901,0.606491667,1781993.816
1902,0.664716667,1953070.511
1903,0.743758333,2185310.734
1904,0.807429167,2372388.378
1905,0.834070833,2450666.922
1906,0.835295833,2454266.217
1907,0.835454167,2454731.433
1908,0.8315125,2443150.028
1909,0.825895833,2426647.137
1910,0.80035,2351588.37
1911,0.783375,2301712.425
1912,0.771241667,2266062.266
1913,0.7622375,2239606.223
1914,0.7575125,2225723.228
1915,0.797254167,2342492.193
1916,0.861066667,2529986.081
1917,0.850166667,2497959.701
1918,0.784708333,2305630.024
1919,0.716833333,2106199.699
1920,0.6696,1967418.72
1921,0.627804167,1844614.203
1922,0.60305,1771881.51
1923,0.590133333,1733929.759
1924,0.587645833,1726620.987
1925,0.601858333,1768380.154
1926,0.662875,1947659.325
1927,0.7501125,2203980.548
1928,0.806383333,2369315.509
1929,0.831525,2443186.755
1930,0.840525,2469630.555
1931,0.837495833,2460730.257
1932,0.830783333,2441007.589
1933,0.822233333,2415885.979
1934,0.794170833,2333432.742
1935,0.771870833,2267910.882
1936,0.7552125,2218965.368
1937,0.743933333,2185824.919
1938,0.735779167,2161866.348
1939,0.7716625,2267298.758
1940,0.825158333,2424480.214
1941,0.813020833,2388817.812
1942,0.762341667,2239912.286
1943,0.704083333,2068737.649
1944,0.66485,1953462.27
1945,0.62545,1837697.19
1946,0.5912625,1737247.478
1947,0.574425,1687775.535
1948,0.5641875,1657695.713
1949,0.560175,1645906.185
1950,0.576854167,1694912.913
1951,0.5909875,1736439.473
1952,0.642645833,1888221.987
1953,0.703825,2067978.615
1954,0.734983333,2159528.029
1955,0.739291667,2172186.776
1956,0.728195833,2139584.997
1957,0.726545833,2134736.967
1958,0.709920833,2085889.392
1959,0.677641667,1991046.746
1960,0.6542375,1922280.623
1961,0.641383333,1884512.509
1962,0.636083333,1868940.049
1963,0.672875,1977041.325
1964,0.7278625,2138605.598
1965,0.732783333,2153063.989
1966,0.696954167,2047790.733
1967,0.651266667,1913551.721
1968,0.6077625,1785727.778
1969,0.568816667,1671297.131
1970,0.538775,1583028.705
1971,0.524033333,1539714.739
1972,0.510141667,1498898.246
1973,0.508245833,1493327.907
1974,0.519079167,1525158.408
1975,0.517216667,1519686.011
1976,0.545370833,1602408.582
1977,0.5936375,1744225.703
1978,0.635225,1866418.095
1979,0.652875,1918277.325
1980,0.646825,1900501.215
1981,0.653208333,1919256.724
1982,0.650291667,1910686.976
1983,0.620716667,1823789.711
1984,0.598483333,1758463.729
1985,0.591670833,1738447.242
1986,0.5926875,1741434.413
1987,0.640779167,1882737.348
1988,0.717108333,2107007.704
1989,0.724666667,2129215.601
1990,0.694641667,2040996.146
1991,0.6396375,1879382.903
1992,0.596454167,1752501.633
1993,0.559575,1644143.265
1994,0.536125,1575242.475
1995,0.527604167,1550206.563
1996,0.531454167,1561518.633
1997,0.551125,1619315.475
1998,0.620120833,1822039.032
1999,0.698066667,2051059.481
2000,0.762308333,2239814.344
2001,0.793320833,2330935.272
2002,0.802358333,2357489.254
2003,0.801604167,2355273.363
2004,0.7995625,2349274.538
2005,0.799870833,2350180.482
2006,0.778404167,2287107.123
2007,0.761054167,2236129.353
2008,0.749133333,2201103.559
2009,0.739791667,2173655.876
2010,0.731116667,2148166.991
2011,0.766491667,2252105.816
2012,0.829995833,2438693.757
2013,0.8157125,2396726.468
2014,0.750283333,2204482.489
2015,0.6855625,2014319.738
2016,0.638970833,1877424.102
2017,0.6041875,1775223.713
2018,0.5802875,1705000.733
2019,0.571516667,1679230.271
2020,0.570833333,1677222.499
2021,0.586079167,1722017.808
2022,0.645625,1896975.375
2023,0.7181125,2109958.148
2024,0.779841667,2291330.786
2025,0.800704167,2352628.983
2026,0.809,2377003.8
2027,0.811158333,2383345.414
2028,0.809470833,2378387.202
2029,0.804704167,2364381.783
2030,0.779858333,2291379.754
2031,0.764308333,2245690.744
2032,0.753754167,2214680.493
2033,0.745233333,2189644.579
2034,0.735566667,2161241.981
2035,0.775058333,2277276.394
2036,0.841275,2471834.205
2037,0.823691667,2420170.856
2038,0.756425,2222527.935
2039,0.687745833,2020734.807
2040,0.644454167,1893535.233
2041,0.6075875,1785213.593
2042,0.5832625,1713741.878
2043,0.574958333,1689342.574
2044,0.57465,1688436.63
2045,0.588308333,1728567.544
2046,0.642716667,1888430.111
2047,0.72195,2121233.49
2048,0.783075,2300830.965
2049,0.805216667,2365887.611
2050,0.809191667,2377566.956
2051,0.810025,2380015.455
2052,0.809629167,2378852.418
2053,0.810075,2380162.365
2054,0.784095833,2303830.377
2055,0.7654375,2249008.463
2056,0.750008333,2203674.484
2057,0.739791667,2173655.876
2058,0.734116667,2156981.591
2059,0.76925,2260210.35
2060,0.839166667,2465639.501
2061,0.823166667,2418628.301
2062,0.762033333,2239006.339
2063,0.690466667,2028729.161
2064,0.646595833,1899827.877
2065,0.615266667,1807776.521
2066,0.588241667,1728371.666
2067,0.5789125,1700960.708
2068,0.5777625,1697581.778
2069,0.593141667,1742768.846
2070,0.647945833,1903794.447
2071,0.723025,2124392.055
2072,0.7829,2300316.78
2073,0.802933333,2359178.719
2074,0.808470833,2375449.002
2075,0.809041667,2377126.226
2076,0.808783333,2376367.189
2077,0.806679167,2370184.728
2078,0.781108333,2295052.504
2079,0.7639,2244490.98
2080,0.750641667,2205535.346
2081,0.742354167,2181185.013
2082,0.7312125,2148448.568
2083,0.762758333,2241136.534
2084,0.828458333,2434176.274
2085,0.818995833,2406373.557
2086,0.759354167,2231134.413
2087,0.690533333,2028925.039
2088,0.6500375,1909940.183
2089,0.6152875,1807837.733
2090,0.592383333,1740540.709
2091,0.584779167,1718198.148
2092,0.581395833,1708257.237
2093,0.59355,1743968.61
2094,0.653016667,1918693.571
2095,0.726995833,2136059.157
2096,0.783129167,2300990.118
2097,0.804966667,2365153.061
2098,0.813575,2390446.065
2099,0.814441667,2392992.506
2100,0.812995833,2388744.357
2101,0.804975,2365177.545
2102,0.782983333,2300561.629
2103,0.76075,2235235.65
2104,0.744983333,2188910.029
2105,0.735804167,2161939.803
2106,0.728120833,2139364.632
2107,0.753029167,2212550.298
2108,0.8069125,2370870.308
2109,0.795108333,2336187.304
2110,0.7413625,2178271.298
2111,0.6868875,2018212.853
2112,0.652916667,1918399.751
2113,0.614204167,1804654.683
2114,0.5819,1709738.58
2115,0.569129167,1672215.318
2116,0.5589625,1642343.618
2117,0.555695833,1632745.497
2118,0.565058333,1660254.394
2119,0.5817125,1709187.668
2120,0.631966667,1856844.461
2121,0.687879167,2021126.568
2122,0.720270833,2116299.762
2123,0.721004167,2118454.443
2124,0.718629167,2111476.218
2125,0.715741667,2102992.166
2126,0.700329167,2057707.158
2127,0.6681,1963011.42
2128,0.648391667,1905104.396
2129,0.635279167,1866577.248
2130,0.6318375,1856464.943
2131,0.664395833,1952127.837
2132,0.72395,2127109.89
2133,0.726125,2133500.475
2134,0.698041667,2050986.026
2135,0.651020833,1912829.412
2136,0.604645833,1776570.387
2137,0.560833333,1647840.499
2138,0.538541667,1582343.126
2139,0.522216667,1534377.011
2140,0.515691667,1515205.256
2141,0.519975,1527790.545
2142,0.5363875,1576013.753
2143,0.5332,1566648.24
2144,0.567083333,1666204.249
2145,0.61605,1810078.11
2146,0.653345833,1919660.727
2147,0.670491667,1970038.616
2148,0.681370833,2002003.782
2149,0.680391667,1999126.796
2150,0.646320833,1899019.872
2151,0.619608333,1820533.204
2152,0.609770833,1791628.662
2153,0.604595833,1776423.477
2154,0.627816667,1844650.931
2155,0.679745833,1997229.207
2156,0.740733333,2176422.679
2157,0.715266667,2101596.521
2158,0.667545833,1961383.167
2159,0.6137375,1803283.523
2160,0.5734625,1684947.518
2161,0.545491667,1602763.616
2162,0.533054167,1566219.753
2163,0.5329125,1565803.508
2164,0.5473375,1608187.043
2165,0.617141667,1813285.646
2166,0.7210125,2118478.928
2167,0.783804167,2302973.403
2168,0.814283333,2392527.289
2169,0.826816667,2429352.731
2170,0.829370833,2436857.382
2171,0.833091667,2447789.936
2172,0.825870833,2426573.682
2173,0.8022125,2357060.768
2174,0.785008333,2306511.484
2175,0.770616667,2264225.891
2176,0.7608125,2235419.288
2177,0.745175,2189473.185
2178,0.749704167,2202780.783
2179,0.793283333,2330825.089
2180,0.839583333,2466863.749
2181,0.7806375,2293669.103
2182,0.707533333,2078874.439
2183,0.6566125,1929258.848
2184,0.6173,1813750.86
2185,0.592641667,1741299.746
2186,0.577,1695341.4
2187,0.5742125,1687151.168
2188,0.585966667,1721687.261
2189,0.6424875,1887756.773
2190,0.740154167,2174720.973
2191,0.793608333,2331780.004
2192,0.814525,2393237.355
2193,0.826716667,2429058.911
2194,0.8280375,2432939.783
2195,0.829579167,2437469.508
2196,0.8230625,2418322.238
2197,0.794725,2335060.995
2198,0.7806,2293558.92
2199,0.770916667,2265107.351
2200,0.760325,2233986.915
2201,0.7484875,2199205.973
2202,0.752495833,2210983.257
2203,0.792079167,2327287.008
2204,0.838825,2464635.615
2205,0.780458333,2293142.674
2206,0.712975,2094863.145
2207,0.664604167,1952739.963
2208,0.623370833,1831588.182
2209,0.596983333,1754056.429
2210,0.585954167,1721650.533
2211,0.580870833,1706714.682
2212,0.593333333,1743331.999
2213,0.647708333,1903096.624
2214,0.741208333,2177818.324
2215,0.795258333,2336628.034
2216,0.817704167,2402578.383
2217,0.8238,2420489.16
2218,0.822658333,2417134.714
2219,0.830075,2438926.365
2220,0.822833333,2417648.899
2221,0.799570833,2349299.022
2222,0.7792625,2289629.078
2223,0.768016667,2256586.571
2224,0.762358333,2239961.254
2225,0.754466667,2216773.961
2226,0.760166667,2233521.701
2227,0.7940875,2333187.893
2228,0.8368125,2458722.488
2229,0.7752875,2277949.733
2230,0.708929167,2082975.678
2231,0.663220833,1948675.452
2232,0.622804167,1829923.203
2233,0.598025,1757117.055
2234,0.584466667,1717279.961
2235,0.5808625,1706690.198
2236,0.593316667,1743283.031
2237,0.650329167,1910797.158
2238,0.7472625,2195606.678
2239,0.804591667,2364051.236
2240,0.83595,2456188.29
2241,0.841570833,2472703.422
2242,0.8378125,2461660.688
2243,0.835558333,2455037.494
2244,0.824345833,2422092.927
2245,0.794254167,2333677.593
2246,0.776404167,2281230.723
2247,0.7663875,2251799.753
2248,0.757995833,2227143.357
2249,0.751758333,2208816.334
2250,0.756583333,2222993.149
2251,0.803529167,2360929.398
2252,0.8457375,2484945.923
2253,0.779329167,2289824.958
2254,0.717341667,2107693.286
2255,0.669854167,1968165.513
2256,0.626720833,1841431.152
2257,0.5964875,1752599.573
2258,0.586633333,1723646.059
2259,0.5830125,1713007.328
2260,0.592791667,1741740.476
2261,0.653716667,1920750.311
2262,0.748325,2198728.515
2263,0.8099,2379648.18
2264,0.842058333,2474135.794
2265,0.858679167,2522971.128
2266,0.86065,2528761.83
2267,0.864708333,2540686.024
2268,0.8576125,2519837.048
2269,0.825016667,2424063.971
2270,0.8039875,2362276.073
2271,0.793125,2330359.875
2272,0.7861625,2309902.658
2273,0.778529167,2287474.398
2274,0.781075,2294954.565
2275,0.803208333,2359986.724
2276,0.835833333,2455845.499
2277,0.777641667,2284866.746
2278,0.723020833,2124379.812
2279,0.6775125,1990667.228
2280,0.63215,1857383.13
2281,0.5979375,1756859.963
2282,0.5748375,1688987.543
2283,0.565345833,1661099.127
2284,0.561729167,1650472.638
2285,0.576033333,1692501.139
2286,0.605533333,1779178.039
2287,0.6367,1870751.94
2288,0.7007375,2058906.923
2289,0.7530875,2212721.693
2290,0.765254167,2248469.793
2291,0.760325,2233986.915
2292,0.7543625,2216467.898
2293,0.737966667,2168293.661
2294,0.704916667,2071186.151
2295,0.6810375,2001024.383
2296,0.666691667,1958873.456
2297,0.66535,1954931.37
2298,0.675608333,1985072.404
2299,0.703866667,2068101.041
2300,0.757383333,2225343.709
2301,0.720875,2118074.925
2302,0.686870833,2018163.882
2303,0.634570833,1864496.022
2304,0.5871875,1725274.313
2305,0.551320833,1619890.872
2306,0.5302125,1557870.368
2307,0.5239125,1539359.708
2308,0.521983333,1533691.429
2309,0.529233333,1554993.379
2310,0.5449,1601025.18
2311,0.554716667,1629868.511
2312,0.6056625,1779557.558
2313,0.657941667,1933164.206
2314,0.681708333,2002995.424
2315,0.690041667,2027480.426
2316,0.6935375,2037751.883
2317,0.691679167,2032291.728
2318,0.656433333,1928732.419
2319,0.634141667,1863235.046
2320,0.630425,1852314.735
2321,0.6366,1870458.12
2322,0.658245833,1934057.907
2323,0.697191667,2048488.556
2324,0.7600625,2233215.638
2325,0.732308333,2151668.344
2326,0.681870833,2003472.882
2327,0.625616667,1838186.891
2328,0.580595833,1705906.677
2329,0.5549375,1630517.363
2330,0.5438875,1598050.253
2331,0.543195833,1596017.997
2332,0.559383333,1643580.109
2333,0.631391667,1855154.996
2334,0.738041667,2168514.026
2335,0.805658333,2367185.314
2336,0.8423375,2474956.043
2337,0.8566375,2516972.303
2338,0.858545833,2522579.367
2339,0.855370833,2513250.582
2340,0.849095833,2494813.377
2341,0.819508333,2407879.384
2342,0.7984875,2346115.973
2343,0.78915,2318680.53
2344,0.774516667,2275684.871
2345,0.7631375,2242250.603
2346,0.766816667,2253060.731
2347,0.810270833,2380737.762
2348,0.856483333,2516519.329
2349,0.793120833,2330347.632
2350,0.725283333,2131027.489
2351,0.669604167,1967430.963
2352,0.625683333,1838382.769
2353,0.598120833,1757398.632
2354,0.5870375,1724833.583
2355,0.5822,1710620.04
2356,0.5954625,1749587.918
2357,0.652879167,1918289.568
2358,0.745620833,2190783.132
2359,0.806870833,2370747.882
2360,0.8352375,2454094.823
2361,0.84925,2495266.35
2362,0.851958333,2503223.974
2363,0.8591875,2524464.713
2364,0.8497125,2496625.268
2365,0.8243625,2422141.898
2366,0.805270833,2366046.762
2367,0.789479167,2319647.688
2368,0.7894625,2319598.718
2369,0.782533333,2299239.439
2370,0.787079167,2312596.008
2371,0.815170833,2395134.942
2372,0.858320833,2521918.272
2373,0.795420833,2337105.492
2374,0.727045833,2136206.067
2375,0.674220833,1980995.652
2376,0.6347125,1864912.268
2377,0.605370833,1778700.582
2378,0.592591667,1741152.836
2379,0.590570833,1735215.222
2380,0.600191667,1763483.156
2381,0.656229167,1928132.538
2382,0.750783333,2205951.589
2383,0.8154,2395808.28
2384,0.841183333,2471564.869
2385,0.849795833,2496870.117
2386,0.846695833,2487761.697
2387,0.846629167,2487565.818
2388,0.844891667,2482460.696
2389,0.813833333,2391205.099
2390,0.799575,2349311.265
2391,0.788775,2317578.705
2392,0.778770833,2288184.462
2393,0.767070833,2253807.522
2394,0.7731,2271522.42
2395,0.804633333,2364173.659
2396,0.844333333,2480820.199
2397,0.783704167,2302679.583
2398,0.724970833,2130109.302
2399,0.674833333,1982795.299
2400,0.6295125,1849633.628
2401,0.604320833,1775615.472
2402,0.591429167,1737737.178
2403,0.586670833,1723756.242
2404,0.598295833,1757912.817
2405,0.655545833,1926124.767
2406,0.748975,2200638.345
2407,0.808479167,2375473.488
2408,0.835825,2455821.015
2409,0.8401875,2468638.913
2410,0.840775,2470365.105
2411,0.837908333,2461942.264
2412,0.832529167,2446137.198
2413,0.8070625,2371311.038
2414,0.793666667,2331951.401
2415,0.786595833,2311175.877
2416,0.777941667,2285748.206
2417,0.766183333,2251199.869
2418,0.764266667,2245568.321
2419,0.795129167,2336248.518
2420,0.836433333,2457608.419
2421,0.782829167,2300108.658
2422,0.725304167,2131088.703
2423,0.675695833,1985329.497
2424,0.631575,1855693.665
2425,0.599695833,1762026.297
2426,0.5887875,1729975.433
2427,0.5861375,1722189.203
2428,0.597304167,1754999.103
2429,0.651216667,1913404.811
2430,0.7392,2171917.44
2431,0.792020833,2327115.612
2432,0.821025,2412335.655
2433,0.830425,2439954.735
2434,0.831079167,2441876.808
2435,0.8280125,2432866.328
2436,0.8166,2399334.12
2437,0.792629167,2328903.018
2438,0.770820833,2264825.772
2439,0.757675,2226200.685
2440,0.744270833,2186816.562
2441,0.7305,2146355.1
2442,0.7280125,2139046.328
2443,0.748883333,2200369.009
2444,0.794025,2333004.255
2445,0.748845833,2200258.827
2446,0.699208333,2054413.924
2447,0.6616875,1944170.213
2448,0.622495833,1829017.257
2449,0.590029167,1733623.698
2450,0.5682875,1669742.333
2451,0.561720833,1650448.152
2452,0.556658333,1635573.514
2453,0.567170833,1666461.342
2454,0.595458333,1749575.674
2455,0.627608333,1844038.804
2456,0.686175,2016119.385
2457,0.7234875,2125750.973
2458,0.726683333,2135140.969
2459,0.722,2121380.4
2460,0.717820833,2109101.172
2461,0.700454167,2058074.433
2462,0.666783333,1959142.789
2463,0.647779167,1903304.748
2464,0.635645833,1867654.587
2465,0.629283333,1848960.289
2466,0.63275,1859146.05
2467,0.655966667,1927361.261
2468,0.719554167,2114194.053
2469,0.693845833,2038657.827
2470,0.6541125,1921913.348
2471,0.6112375,1795938.023
2472,0.570004167,1674786.243
2473,0.541008333,1589590.684
2474,0.5251125,1542885.548
2475,0.514608333,1512022.204
2476,0.512166667,1504848.101
2477,0.520820833,1530275.772
2478,0.528258333,1552128.634
2479,0.541208333,1590178.324
2480,0.593475,1743748.245
2481,0.634191667,1863381.956
2482,0.6476625,1902961.958
2483,0.650133333,1910221.759
2484,0.650420833,1911066.492
2485,0.645483333,1896559.129
2486,0.618333333,1816786.999
2487,0.598958333,1759859.374
2488,0.589745833,1732791.207
2489,0.588304167,1728555.303
2490,0.5977375,1756272.323
2491,0.62845,1846511.79
2492,0.6959,2044693.38
2493,0.683679167,2008786.128
2494,0.6457625,1897379.378
2495,0.605833333,1780059.499
2496,0.5687625,1671137.978
2497,0.541870833,1592124.882
2498,0.534233333,1569684.379
2499,0.531745833,1562375.607
2500,0.5423625,1593569.498
2501,0.605129167,1777990.518
2502,0.680458333,1999322.674
2503,0.727470833,2137454.802
2504,0.7686125,2258337.248
2505,0.790291667,2322034.976
2506,0.794958333,2335746.574
2507,0.801808333,2355873.244
2508,0.799608333,2349409.204
2509,0.7792375,2289555.623
2510,0.756783333,2223580.789
2511,0.74485,2188518.27
2512,0.740025,2174341.455
2513,0.726070833,2133341.322
2514,0.7259,2132839.38
2515,0.750825,2206074.015
2516,0.795675,2337852.285
2517,0.740216667,2174904.611
2518,0.6863625,2016670.298
2519,0.643045833,1889397.267
2520,0.607079167,1783720.008
2521,0.5812,1707681.84
2522,0.568579167,1670599.308
2523,0.565854167,1662592.713
2524,0.578391667,1699430.396
2525,0.624245833,1834159.107
2526,0.688566667,2023146.581
2527,0.731841667,2150297.186
2528,0.77425,2274901.35
2529,0.791175,2324630.385
2530,0.795475,2337264.645
2531,0.796579167,2340508.908
2532,0.792929167,2329784.478
2533,0.771145833,2265780.687
2534,0.749479167,2202119.688
2535,0.7376125,2167253.048
2536,0.728375,2140111.425
2537,0.7165625,2105403.938
2538,0.712145833,2092426.887
2539,0.734725,2158768.995
2540,0.778866667,2288466.041
2541,0.7328875,2153370.053
2542,0.683533333,2008357.639
2543,0.645825,1897563.015
2544,0.604358333,1775725.654
2545,0.578733333,1700434.279
2546,0.570425,1676022.735
2547,0.562791667,1653594.476
2548,0.573933333,1686330.919
2549,0.616845833,1812416.427
2550,0.678829167,1994535.858
2551,0.725270833,2130990.762
2552,0.767145833,2254027.887
2553,0.7801,2292089.82
2554,0.790195833,2321753.397
2555,0.7919875,2327017.673
2556,0.788970833,2318154.102
2557,0.764133333,2245176.559
2558,0.742183333,2180683.069
2559,0.732,2150762.4
2560,0.721883333,2121037.609
2561,0.715845833,2103298.227
2562,0.716395833,2104914.237
2563,0.730025,2144959.455
2564,0.764941667,2247551.606
2565,0.714454167,2099209.233
2566,0.662345833,1946104.527
2567,0.6224125,1828772.408
2568,0.580395833,1705319.037
2569,0.550620833,1617834.132
2570,0.5322875,1563967.133
2571,0.5249625,1542444.818
2572,0.525283333,1543387.489
2573,0.5419875,1592467.673
2574,0.567033333,1666057.339
2575,0.587329167,1725690.558
2576,0.635554167,1867385.253
2577,0.673241667,1978118.666
2578,0.692458333,2034581.074
2579,0.702029167,2062702.098
2580,0.702466667,2063987.561
2581,0.688225,2022142.695
2582,0.65695,1930250.49
2583,0.635825,1868181.015
2584,0.624295833,1834306.017
2585,0.619975,1821610.545
2586,0.629329167,1849094.958
2587,0.6509625,1912658.018
2588,0.692629167,2035083.018
2589,0.6652625,1954674.278
2590,0.624754167,1835652.693
2591,0.588575,1729351.065
2592,0.552145833,1622314.887
2593,0.521254167,1531548.993
2594,0.503120833,1478269.632
2595,0.494508333,1452964.384
2596,0.4902875,1440562.733
2597,0.5000875,1469357.093
2598,0.507366667,1490744.741
2599,0.513591667,1509035.036
2600,0.558220833,1640164.452
2601,0.601725,1767988.395
2602,0.6232875,1831343.333
2603,0.6288,1847540.16
2604,0.632958333,1859758.174
2605,0.6259875,1839276.473
2606,0.599520833,1761512.112
2607,0.5783125,1699197.788
2608,0.567933333,1668701.719
2609,0.568179167,1669424.028
2610,0.576733333,1694557.879
2611,0.604125,1775040.075
2612,0.657645833,1932294.987
2613,0.640954167,1883251.533
2614,0.605508333,1779104.584
2615,0.5686,1670660.52
2616,0.529258333,1555066.834
2617,0.503420833,1479151.092
2618,0.484516667,1423606.871
2619,0.4788,1406810.16
2620,0.477495833,1402978.257
2621,0.490941667,1442484.806
2622,0.504004167,1480865.043
2623,0.528754167,1553585.493
2624,0.590008333,1733562.484
2625,0.639625,1879346.175
2626,0.6575625,1932050.138
2627,0.660070833,1939420.122
2628,0.663841667,1950499.586
2629,0.657158333,1930862.614
2630,0.629820833,1850539.572
2631,0.607675,1785470.685
2632,0.597316667,1755035.831
2633,0.596758333,1753395.334
2634,0.603216667,1772371.211
2635,0.6299875,1851029.273
2636,0.6811125,2001244.748
2637,0.654545833,1923186.567
2638,0.61475,1806258.45
2639,0.571383333,1678838.509
2640,0.528366667,1552446.941
2641,0.499170833,1466663.742
2642,0.482045833,1416347.067
2643,0.46985,1380513.27
2644,0.470766667,1383206.621
2645,0.478133333,1404851.359
2646,0.483454167,1420485.033
2647,0.496795833,1459685.517
2648,0.542629167,1594353.018
2649,0.589541667,1732191.326
2650,0.614595833,1805805.477
2651,0.623220833,1831147.452
2652,0.6253625,1837440.098
2653,0.622470833,1828943.802
2654,0.596954167,1753970.733
2655,0.578795833,1700617.917
2656,0.567875,1668530.325
2657,0.57135,1678740.57
2658,0.583629167,1714819.218
2659,0.614766667,1806307.421
2660,0.672933333,1977212.719
2661,0.656429167,1928720.178
2662,0.613716667,1803222.311
2663,0.563458333,1655553.274
2664,0.520641667,1529749.346
2665,0.494679167,1453466.328
2666,0.485504167,1426508.343
2667,0.482583333,1417926.349
2668,0.487475,1432299.045
2669,0.520741667,1530043.166
2670,0.5592625,1643225.078
2671,0.6008125,1765307.288
2672,0.646958333,1900892.974
2673,0.67805,1992246.51
2674,0.6873875,2019681.953
2675,0.695041667,2042171.426
2676,0.7011,2059972.02
2677,0.682954167,2006655.933
2678,0.654066667,1921778.681
2679,0.640283333,1881280.489
2680,0.630254167,1851812.793
2681,0.6269,1841957.58
2682,0.633991667,1862794.316
2683,0.667425,1961028.135
2684,0.7214125,2119654.208
2685,0.684591667,2011467.236
2686,0.632629167,1858791.018
2687,0.583770833,1715235.462
2688,0.544325,1599335.715
2689,0.5189,1524631.98
2690,0.506341667,1487733.086
2691,0.5059375,1486545.563
2692,0.5190625,1525109.438
2693,0.575525,1691007.555
2694,0.648291667,1904810.576
2695,0.707054167,2077466.553
2696,0.751725,2208718.395
2697,0.768708333,2258618.824
2698,0.777041667,2283103.826
2699,0.783308333,2301516.544
2700,0.7819375,2297488.763
2701,0.757541667,2225808.926
2702,0.733533333,2155267.639
2703,0.719604167,2114340.963
2704,0.708983333,2083134.829
2705,0.699691667,2055834.056
2706,0.70435,2069521.17
2707,0.735229167,2160250.338
2708,0.78595,2309278.29
2709,0.740604167,2176043.163
2710,0.681554167,2002542.453
2711,0.627708333,1844332.624
2712,0.589579167,1732301.508
2713,0.558916667,1642208.951
2714,0.551845833,1621433.427
2715,0.550391667,1617160.796
2716,0.562766667,1653521.021
2717,0.618345833,1816823.727
2718,0.6988375,2053324.343
2719,0.765808333,2250098.044
2720,0.80445,2363634.99
2721,0.819716667,2408491.511
2722,0.824820833,2423488.572
2723,0.829541667,2437359.326
2724,0.824208333,2421688.924
2725,0.8004,2351735.28
2726,0.781404167,2295921.723
2727,0.771295833,2266221.417
2728,0.762433333,2240181.619
2729,0.757220833,2224866.252
2730,0.762033333,2239006.339
2731,0.789595833,2319990.477
2732,0.832091667,2444851.736
2733,0.772954167,2271093.933
2734,0.707241667,2078017.466
2735,0.652558333,1917346.894
2736,0.6117,1797296.94
2737,0.583420833,1714207.092
